category,language,text
STRONG_WIND,ta,பெங்களூரு ல் பலத்த காற்று வீசுகிறது
STRONG_WIND,ta,பலத்த காற்றில் மரங்கள் சாய்ந்தன
STRONG_WIND,ta,மதுரை ல் பலத்த காற்று வீசுகிறது
STRONG_WIND,ta,மதுரை ல் பலத்த காற்று வீசுகிறது
STRONG_WIND,ta,பலத்த காற்றில் மரங்கள் சாய்ந்தன
STRONG_WIND,ta,பலத்த காற்றில் மரங்கள் சாய்ந்தன
STRONG_WIND,ta,பலத்த காற்றில் மரங்கள் சாய்ந்தன
STRONG_WIND,ta,கோயம்புத்தூர் ல் பலத்த காற்று வீசுகிறது
STRONG_WIND,ta,கோயம்புத்தூர் ல் பலத்த காற்று வீசுகிறது
STRONG_WIND,ta,பெங்களூரு ல் பலத்த காற்று வீசுகிறது
STRONG_WIND,ta,கோயம்புத்தூர் ல் பலத்த காற்று வீசுகிறது
STRONG_WIND,ta,பலத்த காற்றில் மரங்கள் சாய்ந்தன
HAILSTORM,ta,ஆலங்கட்டி மழையால் வீடுகள் சேதமடைந்தன
HAILSTORM,ta,சென்னை ல் ஆலங்கட்டி மழையால் பயிர்கள் சேதம்
HAILSTORM,ta,கோயம்புத்தூர் ல் ஆலங்கட்டி மழையால் பயிர்கள் சேதம்
HAILSTORM,ta,பெங்களூரு ல் ஆலங்கட்டி மழையால் பயிர்கள் சேதம்
HAILSTORM,ta,ஆலங்கட்டி மழையால் வீடுகள் சேதமடைந்தன
HAILSTORM,ta,ஆலங்கட்டி மழையால் வீடுகள் சேதமடைந்தன
HAILSTORM,ta,ஆலங்கட்டி மழையால் வீடுகள் சேதமடைந்தன
HAILSTORM,ta,பெங்களூரு ல் ஆலங்கட்டி மழையால் பயிர்கள் சேதம்
HAILSTORM,ta,ஆலங்கட்டி மழையால் வீடுகள் சேதமடைந்தன
HAILSTORM,ta,ஆலங்கட்டி மழையால் வீடுகள் சேதமடைந்தன
HAILSTORM,ta,மதுரை ல் ஆலங்கட்டி மழையால் பயிர்கள் சேதம்
HAILSTORM,ta,திருச்சிராப்பள்ளி ல் ஆலங்கட்டி மழையால் பயிர்கள் சேதம்
SNOWFALL,ta,பெங்களூரு ல் மலைப்பகுதிகளில் பனிப்பொழிவு
SNOWFALL,ta,மலைகளில் பனி பெய்து விட்டது
SNOWFALL,ta,திருச்சிராப்பள்ளி ல் மலைப்பகுதிகளில் பனிப்பொழிவு
SNOWFALL,ta,மலைகளில் பனி பெய்து விட்டது
SNOWFALL,ta,மலைகளில் பனி பெய்து விட்டது
SNOWFALL,ta,திருச்சிராப்பள்ளி ல் மலைப்பகுதிகளில் பனிப்பொழிவு
SNOWFALL,ta,மலைகளில் பனி பெய்து விட்டது
SNOWFALL,ta,மதுரை ல் மலைப்பகுதிகளில் பனிப்பொழிவு
SNOWFALL,ta,மலைகளில் பனி பெய்து விட்டது
SNOWFALL,ta,மலைகளில் பனி பெய்து விட்டது
SNOWFALL,ta,மலைகளில் பனி பெய்து விட்டது
SNOWFALL,ta,மலைகளில் பனி பெய்து விட்டது
DROUGHT,ta,மழை இல்லாததால் வறட்சி ஏற்பட்டது
DROUGHT,ta,திருச்சிராப்பள்ளி மாவட்டத்தில் வறட்சி நிலை
DROUGHT,ta,மழை இல்லாததால் வறட்சி ஏற்பட்டது
DROUGHT,ta,கோயம்புத்தூர் மாவட்டத்தில் வறட்சி நிலை
DROUGHT,ta,மழை இல்லாததால் வறட்சி ஏற்பட்டது
DROUGHT,ta,மழை இல்லாததால் வறட்சி ஏற்பட்டது
DROUGHT,ta,பெங்களூரு மாவட்டத்தில் வறட்சி நிலை
DROUGHT,ta,மதுரை மாவட்டத்தில் வறட்சி நிலை
DROUGHT,ta,கோயம்புத்தூர் மாவட்டத்தில் வறட்சி நிலை
DROUGHT,ta,சென்னை மாவட்டத்தில் வறட்சி நிலை
DROUGHT,ta,சென்னை மாவட்டத்தில் வறட்சி நிலை
DROUGHT,ta,மழை இல்லாததால் வறட்சி ஏற்பட்டது
LANDSLIDE,ta,மண்சரிவில் கிராமத்தின் தொடர்பு துண்டிக்கப்பட்டது
LANDSLIDE,ta,மண்சரிவில் கிராமத்தின் தொடர்பு துண்டிக்கப்பட்டது
LANDSLIDE,ta,பெங்களூரு அருகே மண்சரிவில் சாலை மூடப்பட்டது
LANDSLIDE,ta,மண்சரிவில் கிராமத்தின் தொடர்பு துண்டிக்கப்பட்டது
LANDSLIDE,ta,கோயம்புத்தூர் அருகே மண்சரிவில் சாலை மூடப்பட்டது
LANDSLIDE,ta,மண்சரிவில் கிராமத்தின் தொடர்பு துண்டிக்கப்பட்டது
LANDSLIDE,ta,மண்சரிவில் கிராமத்தின் தொடர்பு துண்டிக்கப்பட்டது
LANDSLIDE,ta,மண்சரிவில் கிராமத்தின் தொடர்பு துண்டிக்கப்பட்டது
LANDSLIDE,ta,மண்சரிவில் கிராமத்தின் தொடர்பு துண்டிக்கப்பட்டது
LANDSLIDE,ta,மதுரை அருகே மண்சரிவில் சாலை மூடப்பட்டது
LANDSLIDE,ta,மண்சரிவில் கிராமத்தின் தொடர்பு துண்டிக்கப்பட்டது
LANDSLIDE,ta,மண்சரிவில் கிராமத்தின் தொடர்பு துண்டிக்கப்பட்டது
WATERLOGGING,ta,மழைக்குப் பிறகு சாலைகளில் தண்ணீர் தேங்கியது
WATERLOGGING,ta,மழைக்குப் பிறகு சாலைகளில் தண்ணீர் தேங்கியது
WATERLOGGING,ta,திருச்சிராப்பள்ளி ல் சாலைகளில் நீர் தேக்கம்
WATERLOGGING,ta,மழைக்குப் பிறகு சாலைகளில் தண்ணீர் தேங்கியது
WATERLOGGING,ta,சென்னை ல் சாலைகளில் நீர் தேக்கம்
WATERLOGGING,ta,மழைக்குப் பிறகு சாலைகளில் தண்ணீர் தேங்கியது
WATERLOGGING,ta,மழைக்குப் பிறகு சாலைகளில் தண்ணீர் தேங்கியது
WATERLOGGING,ta,மழைக்குப் பிறகு சாலைகளில் தண்ணீர் தேங்கியது
WATERLOGGING,ta,மழைக்குப் பிறகு சாலைகளில் தண்ணீர் தேங்கியது
WATERLOGGING,ta,மழைக்குப் பிறகு சாலைகளில் தண்ணீர் தேங்கியது
WATERLOGGING,ta,மழைக்குப் பிறகு சாலைகளில் தண்ணீர் தேங்கியது
WATERLOGGING,ta,மழைக்குப் பிறகு சாலைகளில் தண்ணீர் தேங்கியது
CLOUDBURST,ta,சென்னை ல் மேக வெடிப்பு பாதிப்பு
CLOUDBURST,ta,மேக வெடிப்பு போன்ற மழையில் வடிகால்கள் நிரம்பின
CLOUDBURST,ta,சென்னை ல் மேக வெடிப்பு பாதிப்பு
CLOUDBURST,ta,திருச்சிராப்பள்ளி ல் மேக வெடிப்பு பாதிப்பு
